DATE,Unit Price
9/24/2018,180.90
9/24/2018,"1,896.10"
9/24/2018,804.00
9/24/2018,"1,112.20"
9/24/2018,971.50
9/24/2018,"2,465.60"
9/24/2018,"2,659.90"
9/25/2018,"1,675.00"
9/25/2018,"6,150.60"
9/25/2018,"5,306.40"
9/25/2018,"3,758.70"
9/25/2018,"2,291.40"
9/25/2018,"5,748.60"
9/25/2018,"1,909.50"
9/25/2018,"3,892.70"
9/25/2018,"1,118.90"
9/25/2018,"3,999.90"
9/26/2018,"1,782.20"
9/26/2018,"1,072.00"
9/26/2018,917.90
9/26/2018,"5,252.80"
9/26/2018,"6,505.70"
9/26/2018,"3,390.20"
9/26/2018,221.10
9/26/2018,"3,993.20"
9/26/2018,"2,519.20"
9/27/2018,"3,953.00"
9/27/2018,"1,092.10"
9/27/2018,"5,835.70"
9/27/2018,"1,701.80"
9/27/2018,"6,117.10"
9/27/2018,"1,829.10"
9/27/2018,"3,932.90"
9/27/2018,"1,695.10"
9/27/2018,180.90
9/28/2018,877.70
9/28/2018,"2,646.50"
9/28/2018,"5,132.20"
9/28/2018,"5,112.10"
9/28/2018,"1,065.30"
9/28/2018,"3,269.60"
9/28/2018,"6,070.20"
9/28/2018,"1,279.70"
9/28/2018,"3,061.90"
9/28/2018,"2,646.50"
9/29/2018,"5,232.70"
9/29/2018,"3,986.50"
9/29/2018,247.90
9/29/2018,221.10
9/29/2018,"1,118.90"
9/29/2018,"5,433.70"
9/29/2018,"3,028.40"
9/29/2018,"3,892.70"
9/29/2018,"2,579.50"
9/29/2018,"1,809.00"
9/30/2018,"5,118.80"
9/30/2018,978.20
9/30/2018,770.50
9/30/2018,"1,085.40"
9/30/2018,"1,989.90"
9/30/2018,"2,907.80"
9/30/2018,"1,165.80"
9/30/2018,"5,715.10"
9/30/2018,"1,695.10"
10/1/2018,"1,038.50"
10/1/2018,"5,788.80"
10/1/2018,"2,237.80"
10/1/2018,"1,132.30"
10/1/2018,891.10
10/1/2018,"3,819.00"
10/2/2018,"1,232.80"
10/2/2018,"6,331.50"
10/2/2018,917.90
10/2/2018,"1,333.30"
10/2/2018,"5,467.20"
10/2/2018,"5,896.00"
10/2/2018,"1,809.00"
10/2/2018,"1,112.20"
10/3/2018,"2,546.00"
10/3/2018,"1,139.00"
10/3/2018,"3,872.60"
10/3/2018,"1,326.60"
10/3/2018,"2,525.90"
10/3/2018,924.60
10/3/2018,261.30
10/4/2018,234.50
10/4/2018,"5,775.40"
10/4/2018,"3,852.50"
10/4/2018,"1,045.20"
10/4/2018,864.30
10/4/2018,"2,559.40"
10/5/2018,"1,922.90"
10/5/2018,"3,979.80"
10/5/2018,917.90
10/5/2018,"3,671.60"
10/5/2018,"1,018.40"
10/6/2018,"1,051.90"
10/6/2018,"1,025.10"
10/6/2018,194.30
10/6/2018,"3,993.20"
10/6/2018,"5,567.70"
10/6/2018,"1,065.30"
10/6/2018,"1,072.00"
10/6/2018,214.40
10/7/2018,"5,112.10"
10/7/2018,904.50
10/7/2018,"2,324.90"
10/7/2018,"3,993.20"
10/7/2018,"1,025.10"
10/7/2018,"1,306.50"
10/7/2018,254.60
10/7/2018,"1,896.10"
10/8/2018,"1,058.60"
10/8/2018,"4,020.00"
10/8/2018,"2,003.30"
10/8/2018,"5,165.70"
10/8/2018,"5,145.60"
10/8/2018,"1,936.30"
10/9/2018,174.20
10/9/2018,"1,728.60"
10/9/2018,"1,809.00"
10/9/2018,"3,517.50"
10/9/2018,"2,659.90"
10/9/2018,"2,351.70"
10/10/2018,180.90
10/10/2018,"1,118.90"
10/10/2018,"2,010.00"
10/10/2018,"1,206.00"
10/10/2018,180.90
10/11/2018,"3,886.00"
10/11/2018,"6,505.70"
10/11/2018,"1,051.90"
10/11/2018,"1,092.10"
10/11/2018,"2,492.40"
10/11/2018,"3,892.70"
10/12/2018,"2,505.80"
10/12/2018,824.10
10/12/2018,690.10
10/12/2018,"2,365.10"
10/12/2018,"1,072.00"
10/12/2018,"1,065.30"
10/12/2018,"2,586.20"
10/13/2018,207.70
10/13/2018,"4,006.60"
10/13/2018,"2,331.60"
10/13/2018,"1,018.40"
10/13/2018,"5,628.00"
10/13/2018,"2,546.00"
10/13/2018,857.60
10/14/2018,"3,906.10"
10/14/2018,"1,005.00"
10/14/2018,844.20
10/14/2018,"1,031.80"
10/15/2018,924.60
10/15/2018,"1,072.00"
10/15/2018,261.30
10/15/2018,"1,065.30"
10/15/2018,"1,929.60"
10/15/2018,"5,460.50"
10/15/2018,"1,815.70"
10/15/2018,944.70
10/15/2018,850.90
10/15/2018,207.70
10/15/2018,"1,916.20"
10/16/2018,"1,889.40"
10/16/2018,241.20
10/16/2018,"6,016.60"
10/16/2018,"1,072.00"
10/16/2018,"3,825.70"
10/17/2018,"2,814.00"
10/17/2018,"2,619.70"
10/17/2018,"1,118.90"
10/17/2018,"1,072.00"
10/17/2018,"3,946.30"
10/17/2018,241.20
10/18/2018,241.20
10/18/2018,"1,005.00"
10/18/2018,234.50
10/18/2018,904.50
10/18/2018,"1,085.40"
10/18/2018,"1,018.40"
10/18/2018,261.30
10/18/2018,"3,939.60"
10/18/2018,"6,117.10"
10/18/2018,"1,775.50"
10/18/2018,"1,005.00"
10/19/2018,"1,159.10"
10/19/2018,241.20
10/19/2018,"5,936.20"
10/19/2018,931.30
10/19/2018,"1,299.80"
10/19/2018,"5,373.40"
10/19/2018,"2,224.40"
10/20/2018,"2,673.30"
10/20/2018,"3,999.90"
10/20/2018,"3,845.80"
10/20/2018,"2,311.50"
10/20/2018,"1,112.20"
10/20/2018,"1,031.80"
10/20/2018,891.10
10/20/2018,"6,103.70"
10/21/2018,"5,547.60"
10/21/2018,683.40
10/21/2018,"5,058.50"
10/21/2018,"2,485.70"
10/21/2018,"6,056.80"
10/21/2018,"3,819.00"
10/21/2018,951.40
10/21/2018,"1,172.50"
10/21/2018,"2,586.20"
10/22/2018,234.50
10/22/2018,"1,192.60"
10/22/2018,"3,249.50"
10/22/2018,"5,607.90"
10/22/2018,"1,098.80"
10/22/2018,"1,936.30"
10/22/2018,"6,371.70"
10/22/2018,897.80
10/22/2018,837.50
10/22/2018,737.00
10/23/2018,180.90
10/23/2018,"3,463.90"
10/23/2018,180.90
10/23/2018,971.50
10/24/2018,"2,472.30"
10/24/2018,"2,385.20"
10/24/2018,227.80
10/24/2018,"1,983.20"
10/24/2018,"3,973.10"
10/24/2018,"3,926.20"
10/24/2018,"2,412.00"
10/24/2018,207.70
10/24/2018,"3,155.70"
10/25/2018,991.60
10/25/2018,"1,185.90"
10/25/2018,201.00
10/25/2018,"1,159.10"
10/25/2018,"2,653.20"
10/25/2018,"3,932.90"
10/25/2018,"2,680.00"
10/25/2018,"2,385.20"
10/25/2018,"1,949.70"
10/25/2018,"1,139.00"
10/25/2018,"2,646.50"
10/26/2018,221.10
10/26/2018,"1,025.10"
10/26/2018,268.00
10/26/2018,"1,098.80"
10/26/2018,"2,653.20"
10/26/2018,"2,237.80"
10/27/2018,"1,922.90"
10/27/2018,"5,380.10"
10/27/2018,"1,078.70"
10/27/2018,"2,271.30"
10/27/2018,"5,473.90"
10/27/2018,"2,371.80"
10/27/2018,877.70
10/27/2018,"1,688.40"
10/27/2018,"1,246.20"
10/28/2018,187.60
10/28/2018,"1,018.40"
10/28/2018,"1,721.90"
10/28/2018,"3,082.00"
10/28/2018,"2,010.00"
10/29/2018,"3,946.30"
10/29/2018,"2,633.10"
10/29/2018,"2,894.40"
10/29/2018,871.00
10/29/2018,"1,118.90"
10/29/2018,"3,048.50"
10/29/2018,"3,276.30"
10/29/2018,"1,132.30"
10/29/2018,964.80
10/29/2018,268.00
10/29/2018,978.20
10/29/2018,"3,872.60"
10/30/2018,"2,954.70"
10/30/2018,"2,418.70"
10/30/2018,"2,217.70"
10/30/2018,"3,564.40"
10/31/2018,"1,835.80"
10/31/2018,"2,626.40"
10/31/2018,"2,532.60"
10/31/2018,"2,391.90"
10/31/2018,817.40
10/31/2018,"3,939.60"
10/31/2018,"3,182.50"
10/31/2018,"1,728.60"
10/31/2018,"2,680.00"
10/31/2018,991.60
10/31/2018,254.60
10/31/2018,"3,899.40"
11/1/2018,"3,966.40"
11/1/2018,"1,299.80"
11/1/2018,"3,805.60"
11/1/2018,"1,045.20"
11/1/2018,"3,021.70"
11/1/2018,261.30
11/1/2018,"6,505.70"
11/1/2018,"1,835.80"
11/1/2018,"3,912.80"
11/1/2018,"2,505.80"
11/1/2018,857.60
11/1/2018,964.80
11/1/2018,"5,695.00"
11/2/2018,"1,005.00"
11/2/2018,"2,338.30"
11/2/2018,"1,011.70"
11/2/2018,857.60
11/2/2018,221.10
11/2/2018,"1,715.20"
11/2/2018,"2,264.60"
11/2/2018,"1,005.00"
11/3/2018,"3,812.30"
11/3/2018,944.70
11/3/2018,"1,206.00"
11/3/2018,"3,865.90"
11/3/2018,"3,892.70"
11/3/2018,167.50
11/3/2018,180.90
11/3/2018,"1,815.70"
11/3/2018,261.30
11/3/2018,"1,125.60"
11/4/2018,"1,092.10"
11/4/2018,"3,953.00"
11/4/2018,"5,205.90"
11/4/2018,"2,666.60"
11/4/2018,"5,942.90"
11/4/2018,"2,412.00"
11/4/2018,"1,098.80"
11/5/2018,"1,132.30"
11/5/2018,"3,604.60"
11/5/2018,"1,025.10"
11/6/2018,"1,688.40"
11/6/2018,"4,020.00"
11/6/2018,"6,157.30"
11/6/2018,"2,499.10"
11/6/2018,"2,512.50"
11/6/2018,"1,179.20"
11/6/2018,221.10
11/7/2018,"1,018.40"
11/7/2018,"1,098.80"
11/7/2018,"2,458.90"
11/7/2018,"1,018.40"
11/7/2018,"2,244.50"
11/7/2018,877.70
11/7/2018,"3,999.90"
11/7/2018,"3,966.40"
11/7/2018,"2,633.10"
11/7/2018,"1,882.70"
11/7/2018,"2,720.20"
11/7/2018,"5,902.70"
11/8/2018,"1,058.60"
11/8/2018,"1,085.40"
11/8/2018,"2,264.60"
11/8/2018,810.70
11/8/2018,"3,932.90"
11/8/2018,"4,020.00"
11/8/2018,"6,532.50"
11/8/2018,750.40
11/8/2018,"1,943.00"
11/8/2018,"1,038.50"
11/9/2018,"3,906.10"
11/9/2018,777.20
11/9/2018,"2,519.20"
11/9/2018,"3,932.90"
11/9/2018,"1,293.10"
11/9/2018,"1,011.70"
11/9/2018,187.60
11/9/2018,"2,525.90"
11/10/2018,"5,199.20"
11/10/2018,"5,038.40"
11/10/2018,"1,051.90"
11/10/2018,"1,681.70"
11/10/2018,"1,829.10"
11/10/2018,"1,172.50"
11/10/2018,"6,358.30"
11/10/2018,984.90
11/10/2018,"2,532.60"
11/10/2018,958.10
11/10/2018,"3,906.10"
11/10/2018,"2,666.60"
11/11/2018,"2,747.00"
11/11/2018,"1,058.60"
11/11/2018,"1,306.50"
11/11/2018,"2,572.80"
11/11/2018,"1,125.60"
11/11/2018,911.20
11/11/2018,"1,092.10"
11/11/2018,"1,916.20"
11/11/2018,"5,252.80"
11/11/2018,180.90
11/12/2018,"3,892.70"
11/12/2018,247.90
11/12/2018,"3,658.20"
11/12/2018,"6,512.40"
11/12/2018,"1,031.80"
11/12/2018,"1,862.60"
11/12/2018,"2,365.10"
11/13/2018,241.20
11/13/2018,"1,005.00"
11/13/2018,"1,112.20"
11/13/2018,"1,045.20"
11/13/2018,234.50
11/13/2018,"2,231.10"
11/13/2018,"4,013.30"
11/13/2018,"1,735.30"
11/14/2018,"2,003.30"
11/14/2018,234.50
11/14/2018,"1,842.50"
11/14/2018,"1,125.60"
11/14/2018,"1,721.90"
11/14/2018,"1,025.10"
11/14/2018,"2,519.20"
11/14/2018,"2,941.30"
11/14/2018,"1,098.80"
11/14/2018,"5,862.50"
11/14/2018,"3,959.70"
11/15/2018,"2,412.00"
11/15/2018,951.40
11/15/2018,"3,859.20"
11/15/2018,"1,098.80"
11/15/2018,"1,165.80"
11/16/2018,"6,385.10"
11/16/2018,"2,525.90"
11/16/2018,"3,236.10"
11/16/2018,"3,859.20"
11/16/2018,207.70
11/16/2018,"1,956.40"
11/16/2018,"2,579.50"
11/16/2018,"1,065.30"
11/16/2018,"3,872.60"
11/16/2018,"6,137.20"
11/17/2018,951.40
11/17/2018,"2,438.80"
11/17/2018,"1,192.60"
11/17/2018,"6,291.30"
11/17/2018,"2,525.90"
11/18/2018,"1,313.20"
11/18/2018,871.00
11/18/2018,"3,953.00"
11/18/2018,"3,973.10"
11/18/2018,"6,298.00"
11/18/2018,877.70
11/18/2018,844.20
11/18/2018,"6,472.20"
11/18/2018,"3,986.50"
11/18/2018,"3,993.20"
11/18/2018,"6,097.00"
11/19/2018,"1,098.80"
11/19/2018,"3,966.40"
11/19/2018,"1,809.00"
11/19/2018,"2,445.50"
11/19/2018,"6,499.00"
11/19/2018,"2,010.00"
11/19/2018,"3,946.30"
11/19/2018,"1,768.80"
11/19/2018,"2,257.90"
11/20/2018,261.30
11/20/2018,"3,966.40"
11/20/2018,"1,708.50"
11/20/2018,268.00
11/20/2018,"5,929.50"
11/20/2018,"1,125.60"
11/21/2018,871.00
11/21/2018,"3,919.50"
11/21/2018,670.00
11/21/2018,"1,876.00"
11/21/2018,"1,989.90"
11/21/2018,"1,809.00"
11/21/2018,"5,038.40"
11/21/2018,"2,324.90"
11/21/2018,"2,291.40"
11/21/2018,991.60
11/21/2018,"1,098.80"
11/22/2018,"3,410.30"
11/22/2018,683.40
11/22/2018,"1,695.10"
11/22/2018,261.30
11/22/2018,"3,912.80"
11/22/2018,"1,896.10"
11/22/2018,"1,118.90"
11/22/2018,"1,092.10"
11/22/2018,"1,936.30"
11/22/2018,"1,922.90"
11/23/2018,"3,906.10"
11/23/2018,891.10
11/23/2018,"3,323.20"
11/23/2018,"1,675.00"
11/23/2018,"1,159.10"
11/23/2018,"1,038.50"
11/23/2018,"2,311.50"
11/23/2018,"2,519.20"
11/23/2018,187.60
11/23/2018,"1,989.90"
11/23/2018,"3,912.80"
11/24/2018,"6,485.60"
11/24/2018,"5,842.40"
11/25/2018,"5,641.40"
11/25/2018,201.00
11/25/2018,"3,946.30"
11/25/2018,"3,061.90"
11/25/2018,"3,939.60"
11/25/2018,167.50
11/25/2018,978.20
11/26/2018,254.60
11/26/2018,"3,611.30"
11/26/2018,261.30
11/26/2018,"1,065.30"
11/26/2018,"5,480.60"
11/26/2018,"3,986.50"
11/26/2018,"6,157.30"
11/26/2018,"3,457.20"
11/26/2018,"5,815.60"
11/26/2018,"2,244.50"
11/26/2018,"1,092.10"
11/27/2018,"2,666.60"
11/27/2018,"3,986.50"
11/27/2018,"1,842.50"
11/27/2018,"5,085.30"
11/27/2018,"2,257.90"
11/27/2018,"3,953.00"
11/27/2018,917.90
11/28/2018,723.60
11/28/2018,"3,577.80"
11/28/2018,"1,742.00"
11/28/2018,247.90
11/28/2018,"1,762.10"
11/28/2018,991.60
11/28/2018,"1,065.30"
11/28/2018,"1,152.40"
11/28/2018,"2,914.50"
11/28/2018,"5,239.40"
11/29/2018,"1,139.00"
11/29/2018,"2,010.00"
11/29/2018,"1,165.80"
11/29/2018,"3,959.70"
11/29/2018,"2,599.60"
11/29/2018,"2,787.20"
11/29/2018,"1,025.10"
11/29/2018,"3,919.50"
11/29/2018,"3,993.20"
11/30/2018,"6,344.90"
11/30/2018,"1,152.40"
11/30/2018,"3,993.20"
11/30/2018,268.00
11/30/2018,"5,232.70"
11/30/2018,"2,465.60"
11/30/2018,"1,018.40"
12/1/2018,"2,613.00"
12/1/2018,"1,038.50"
12/1/2018,"2,318.20"
12/1/2018,"1,219.40"
12/1/2018,"5,306.40"
12/2/2018,"2,479.00"
12/2/2018,227.80
12/2/2018,"5,929.50"
12/2/2018,"1,728.60"
12/2/2018,"1,045.20"
12/2/2018,"1,721.90"
12/3/2018,"3,845.80"
12/3/2018,"2,706.80"
12/3/2018,"2,613.00"
12/3/2018,"3,631.40"
12/3/2018,"1,105.50"
12/3/2018,"1,045.20"
12/3/2018,"3,041.80"
12/3/2018,"1,755.40"
12/3/2018,"2,291.40"
12/3/2018,"1,058.60"
12/3/2018,"1,065.30"
12/3/2018,241.20
12/4/2018,"1,132.30"
12/4/2018,"2,224.40"
12/4/2018,824.10
12/4/2018,"2,351.70"
12/4/2018,"6,344.90"
12/4/2018,"5,621.30"
12/4/2018,"1,031.80"
12/4/2018,"2,405.30"
12/4/2018,"1,105.50"
12/4/2018,"1,775.50"
12/4/2018,"1,092.10"
12/4/2018,207.70
12/4/2018,"1,809.00"
12/5/2018,"1,842.50"
12/5/2018,"3,839.10"
12/5/2018,268.00
12/5/2018,"1,829.10"
12/5/2018,"1,795.60"
12/5/2018,"1,118.90"
12/6/2018,"1,118.90"
12/6/2018,"3,926.20"
12/6/2018,917.90
12/6/2018,207.70
12/6/2018,"1,976.50"
12/6/2018,"3,959.70"
12/6/2018,"1,098.80"
12/6/2018,877.70
12/6/2018,"2,552.70"
12/6/2018,"1,025.10"
12/6/2018,"1,045.20"
12/7/2018,"5,983.10"
12/7/2018,"1,112.20"
12/7/2018,"1,855.90"
12/7/2018,"3,825.70"
12/7/2018,817.40
12/7/2018,737.00
12/7/2018,"2,465.60"
12/7/2018,857.60
12/8/2018,"1,078.70"
12/8/2018,"3,390.20"
12/8/2018,"5,514.10"
12/8/2018,207.70
12/8/2018,"2,010.00"
12/8/2018,"1,949.70"
12/8/2018,174.20
12/8/2018,"1,139.00"
12/8/2018,"5,319.80"
12/9/2018,"3,926.20"
12/9/2018,"1,038.50"
12/9/2018,"5,038.40"
12/9/2018,"1,058.60"
12/9/2018,221.10
12/9/2018,"3,296.40"
12/9/2018,"5,648.10"
12/9/2018,"1,118.90"
12/9/2018,"2,680.00"
12/10/2018,"3,865.90"
12/10/2018,951.40
12/11/2018,"5,621.30"
12/11/2018,"3,999.90"
12/11/2018,"6,398.50"
12/11/2018,"1,038.50"
12/11/2018,"6,525.80"
12/11/2018,"1,092.10"
12/11/2018,"3,879.30"
12/11/2018,"2,599.60"
12/11/2018,850.90
12/12/2018,"1,031.80"
12/12/2018,194.30
12/12/2018,"2,331.60"
12/12/2018,"3,001.60"
12/12/2018,207.70
12/12/2018,743.70
12/12/2018,207.70
12/12/2018,"5,768.70"
12/12/2018,"1,916.20"
12/12/2018,"2,633.10"
12/12/2018,"1,065.30"
12/12/2018,"2,257.90"
12/12/2018,991.60
12/12/2018,"2,338.30"
12/13/2018,"2,988.20"
12/13/2018,"1,118.90"
12/13/2018,"2,485.70"
12/13/2018,"2,847.50"
12/13/2018,"3,296.40"
12/13/2018,971.50
12/13/2018,194.30
12/13/2018,"5,969.70"
12/14/2018,"1,078.70"
12/14/2018,"2,412.00"
12/14/2018,"1,159.10"
12/14/2018,"1,882.70"
12/14/2018,"1,949.70"
12/14/2018,"1,098.80"
12/14/2018,"3,155.70"
12/14/2018,"2,680.00"
12/14/2018,"5,956.30"
12/15/2018,"2,010.00"
12/15/2018,"1,319.90"
12/15/2018,"1,775.50"
12/15/2018,187.60
12/15/2018,"1,139.00"
12/15/2018,"1,005.00"
12/15/2018,"2,385.20"
12/15/2018,"1,085.40"
12/15/2018,"1,809.00"
12/15/2018,897.80
12/15/2018,"1,246.20"
12/15/2018,"1,118.90"
12/15/2018,"1,018.40"
12/15/2018,"5,105.40"
12/16/2018,"1,159.10"
12/16/2018,"1,916.20"
12/16/2018,247.90
12/16/2018,884.40
12/17/2018,"1,139.00"
12/17/2018,174.20
12/17/2018,951.40
12/17/2018,167.50
12/17/2018,"5,138.90"
12/17/2018,214.40
12/18/2018,"1,011.70"
12/18/2018,"1,159.10"
12/18/2018,"1,058.60"
12/18/2018,"1,869.30"
12/18/2018,"1,762.10"
12/18/2018,"2,492.40"
12/18/2018,"3,919.50"
12/18/2018,"2,519.20"
12/18/2018,"3,872.60"
12/19/2018,"1,855.90"
12/19/2018,"4,006.60"
12/19/2018,"1,721.90"
12/19/2018,"1,038.50"
12/19/2018,241.20
12/19/2018,"1,051.90"
12/19/2018,180.90
12/20/2018,268.00
12/20/2018,"1,159.10"
12/20/2018,951.40
12/20/2018,"4,006.60"
12/20/2018,"5,648.10"
12/20/2018,"3,926.20"
12/20/2018,"5,326.50"
12/20/2018,"5,467.20"
12/20/2018,"2,546.00"
12/20/2018,"1,072.00"
12/20/2018,"1,112.20"
12/20/2018,"2,780.50"
12/20/2018,"2,646.50"
12/21/2018,214.40
12/21/2018,"1,125.60"
12/21/2018,"1,842.50"
12/21/2018,"1,125.60"
12/21/2018,"6,224.30"
12/21/2018,"2,224.40"
12/21/2018,"1,192.60"
12/21/2018,"6,097.00"
12/21/2018,"1,031.80"
12/21/2018,"2,425.40"
12/21/2018,"1,031.80"
12/21/2018,897.80
12/22/2018,"2,458.90"
12/22/2018,"2,358.40"
12/22/2018,"1,788.90"
12/22/2018,"3,912.80"
12/22/2018,"6,143.90"
12/22/2018,"2,827.40"
12/22/2018,"1,058.60"
12/22/2018,"1,065.30"
12/23/2018,"1,112.20"
12/23/2018,"3,832.40"
12/23/2018,857.60
12/23/2018,"5,460.50"
12/23/2018,"2,566.10"
12/23/2018,"2,653.20"
12/23/2018,884.40
12/23/2018,"3,805.60"
12/23/2018,"1,152.40"
12/23/2018,"3,832.40"
12/23/2018,871.00
12/23/2018,"1,809.00"
12/23/2018,"1,969.80"
12/23/2018,"1,038.50"
12/23/2018,"3,651.50"
12/23/2018,"1,949.70"
12/23/2018,991.60
12/24/2018,"2,740.30"
12/24/2018,"1,902.80"
12/24/2018,"2,365.10"
12/24/2018,"1,051.90"
12/24/2018,"2,860.90"
12/24/2018,"5,835.70"
12/24/2018,"1,152.40"
12/25/2018,897.80
12/25/2018,"1,112.20"
12/25/2018,"3,825.70"
12/25/2018,"1,963.10"
12/25/2018,"2,365.10"
12/25/2018,958.10
12/25/2018,"1,855.90"
12/25/2018,"1,708.50"
12/25/2018,"2,586.20"
12/25/2018,"2,566.10"
12/25/2018,"3,202.60"
12/26/2018,"6,545.90"
12/26/2018,"5,226.00"
12/26/2018,904.50
12/26/2018,"2,237.80"
12/26/2018,"1,072.00"
12/26/2018,"1,092.10"
12/26/2018,"3,825.70"
12/26/2018,214.40
12/26/2018,"6,566.00"
12/26/2018,"1,835.80"
12/26/2018,"2,432.10"
12/27/2018,"1,876.00"
12/27/2018,"1,011.70"
12/27/2018,"1,038.50"
12/27/2018,958.10
12/27/2018,"2,445.50"
12/27/2018,"3,899.40"
12/27/2018,"1,005.00"
12/27/2018,"1,775.50"
12/27/2018,"1,125.60"
12/28/2018,"1,098.80"
12/28/2018,"1,936.30"
12/28/2018,"3,926.20"
12/28/2018,"3,155.70"
12/28/2018,"3,999.90"
12/28/2018,"1,092.10"
12/29/2018,"1,005.00"
12/29/2018,254.60
12/29/2018,897.80
12/29/2018,"1,748.70"
12/29/2018,"1,105.50"
12/29/2018,"5,842.40"
12/29/2018,"1,179.20"
12/29/2018,"2,579.50"
12/29/2018,924.60
12/29/2018,"3,979.80"
12/29/2018,"2,626.40"
12/29/2018,"1,293.10"
12/29/2018,"1,132.30"
12/29/2018,670.00
12/30/2018,"6,539.20"
12/30/2018,"3,256.20"
12/30/2018,"2,579.50"
12/30/2018,"3,852.50"
12/30/2018,924.60
12/30/2018,"3,906.10"
12/30/2018,254.60
12/30/2018,"1,072.00"
12/30/2018,"2,653.20"
12/30/2018,"3,564.40"
12/30/2018,"1,078.70"
12/30/2018,"6,224.30"
12/30/2018,"1,326.60"
12/30/2018,221.10
12/30/2018,"6,344.90"
12/31/2018,"1,132.30"
12/31/2018,757.10
12/31/2018,"1,038.50"
12/31/2018,958.10
12/31/2018,"1,855.90"
12/31/2018,"2,646.50"
12/31/2018,"5,453.80"
12/31/2018,"1,782.20"
12/31/2018,"1,051.90"
12/31/2018,254.60
12/31/2018,"2,860.90"
12/31/2018,"2,887.70"
12/31/2018,"1,085.40"
1/1/2019,"1,031.80"
1/1/2019,"1,172.50"
1/1/2019,"2,010.00"
1/1/2019,"5,279.60"
1/1/2019,"1,038.50"
1/1/2019,"2,860.90"
1/1/2019,978.20
1/1/2019,"3,718.50"
1/1/2019,"5,480.60"
1/1/2019,797.30
1/1/2019,247.90
1/1/2019,"1,165.80"
1/1/2019,"6,425.30"
1/1/2019,"1,293.10"
1/1/2019,"6,197.50"
1/2/2019,"5,869.20"
1/2/2019,"1,098.80"
1/2/2019,"1,072.00"
1/2/2019,"6,532.50"
1/2/2019,"3,946.30"
1/2/2019,"1,031.80"
1/2/2019,"5,172.40"
1/2/2019,"2,512.50"
1/2/2019,"2,639.80"
1/3/2019,"1,051.90"
1/3/2019,"1,051.90"
1/3/2019,"2,003.30"
1/3/2019,837.50
1/3/2019,"5,815.60"
1/3/2019,"1,172.50"
1/3/2019,"1,118.90"
1/3/2019,"3,845.80"
1/3/2019,"2,586.20"
1/3/2019,"5,165.70"
1/3/2019,"3,155.70"
1/4/2019,"2,304.80"
1/4/2019,"3,839.10"
1/4/2019,"1,005.00"
1/4/2019,"2,525.90"
1/4/2019,"1,922.90"
1/4/2019,"6,371.70"
1/4/2019,"3,986.50"
1/4/2019,"1,835.80"
1/4/2019,871.00
1/4/2019,"3,731.90"
1/4/2019,"1,976.50"
1/4/2019,"3,537.60"
1/4/2019,"2,405.30"
1/4/2019,"3,075.30"
1/4/2019,221.10
1/4/2019,891.10
1/4/2019,"1,226.10"
1/5/2019,"5,721.80"
1/5/2019,"3,202.60"
1/5/2019,"1,721.90"
1/5/2019,897.80
1/5/2019,"1,051.90"
1/5/2019,904.50
1/5/2019,"2,673.30"
1/5/2019,"1,065.30"
1/5/2019,"2,010.00"
1/5/2019,850.90
1/6/2019,"2,465.60"
1/6/2019,"3,872.60"
1/6/2019,254.60
1/6/2019,"3,182.50"
1/6/2019,"1,112.20"
1/6/2019,917.90
1/6/2019,"1,922.90"
1/7/2019,"1,996.60"
1/7/2019,"3,966.40"
1/7/2019,783.90
1/7/2019,830.80
1/7/2019,"1,045.20"
1/7/2019,"1,025.10"
1/7/2019,"5,319.80"
1/7/2019,897.80
1/7/2019,"1,969.80"
1/7/2019,"1,112.20"
1/7/2019,"1,045.20"
1/8/2019,"1,031.80"
1/8/2019,"2,365.10"
1/8/2019,234.50
1/8/2019,"2,572.80"
1/8/2019,174.20
1/8/2019,"1,105.50"
1/8/2019,"3,832.40"
1/8/2019,"3,939.60"
1/8/2019,"1,085.40"
1/8/2019,"2,619.70"
1/8/2019,"3,383.50"
1/8/2019,817.40
1/8/2019,"1,078.70"
1/9/2019,"6,204.20"
1/9/2019,"5,299.70"
1/9/2019,201.00
1/9/2019,"3,396.90"
1/9/2019,"1,065.30"
1/9/2019,"3,973.10"
1/9/2019,"1,983.20"
1/9/2019,"1,929.60"
1/9/2019,891.10
1/10/2019,"3,999.90"
1/10/2019,"1,809.00"
1/10/2019,"3,430.40"
1/10/2019,"2,519.20"
1/10/2019,"1,011.70"
1/10/2019,214.40
1/10/2019,"2,324.90"
1/10/2019,"2,552.70"
1/10/2019,"1,775.50"
1/10/2019,"3,906.10"
1/10/2019,"2,860.90"
1/10/2019,931.30
1/10/2019,"1,072.00"
1/10/2019,241.20
1/11/2019,"3,691.70"
1/11/2019,857.60
1/11/2019,"1,185.90"
1/11/2019,"5,701.70"
1/11/2019,"3,919.50"
1/11/2019,"1,051.90"
1/11/2019,"1,018.40"
1/11/2019,"1,212.70"
1/11/2019,"3,075.30"
1/11/2019,"5,587.80"
1/11/2019,"1,125.60"
1/12/2019,"6,083.60"
1/12/2019,964.80
1/12/2019,187.60
1/12/2019,703.50
1/12/2019,"3,832.40"
1/12/2019,"5,661.50"
1/12/2019,207.70
1/12/2019,"3,892.70"
1/12/2019,"2,519.20"
1/12/2019,"2,921.20"
1/13/2019,"5,594.50"
1/13/2019,991.60
1/13/2019,891.10
